realized_vol,hurst,efficiency_ratio,dataset,window_id,target_start_date,regime
0.2553454274060637,0.45734051161086403,0.09253854424772055,SZSE,7,2025-10-15,medium
0.2555822627993922,0.4654138063378668,0.09167537217294121,SZSE,8,2025-10-29,medium
0.2559314649265225,0.4683126347138116,0.08117779451417059,SZSE,9,2025-11-12,medium
0.25647014410592317,0.46044370442322574,0.07143598570330409,SZSE,10,2025-11-26,medium
0.25485071362854916,0.4485155219319596,0.08735235919652339,SZSE,11,2025-12-10,medium
0.2548682962349794,0.43165242204249227,0.07970891084062372,SZSE,12,2025-12-24,medium
0.2549434387502045,0.40798829215269644,0.09413832231489659,SZSE,13,2026-01-09,medium
0.2549260053621818,0.39305306421024955,0.10589409477148991,SZSE,14,2026-01-23,medium
0.25643521987501094,0.3882172062818464,0.10139300658600515,SZSE,15,2026-02-06,medium
0.2559995065666209,0.38581089592779105,0.12209401532673589,SZSE,16,2026-03-02,medium
0.25690020225271953,0.38184043004359813,0.11407991286914704,SZSE,17,2026-03-16,medium
0.25784073450070244,0.37624751772528703,0.10260639564790111,SZSE,18,2026-03-30,medium
0.2609976055628603,0.36664639405828137,0.12157076141388662,SZSE,19,2026-04-14,unstable
0.26160966689200676,0.3511305766736668,0.13545041572969965,SZSE,20,2026-04-28,unstable
0.26246011440843237,0.3497238108431383,0.1460009043636132,SZSE,21,2026-05-15,unstable
0.2546708937215193,0.43157496476954915,0.1217659652541531,SZSE,22,2026-05-29,medium
0.21951985364825574,0.4433594945833473,0.08957135076996892,SZSE,23,2026-06-12,medium
0.22494498906761692,0.43730538147314624,0.10181516042796869,SZSE,24,2026-06-29,medium
0.2255556687276237,0.4302999660986869,0.08089513351301227,SZSE,25,2026-07-13,medium
0.23340826556490746,0.40265358623014447,0.05739669313476134,SZSE,26,2026-07-27,medium
0.25765807155811704,0.32106095366371395,0.052576985476119775,Nikkei225,0,2025-07-01,medium
0.25714209282213296,0.2973863249524082,0.03917188127171528,Nikkei225,1,2025-07-15,medium
0.25764474585933245,0.2823495423443917,0.05587226498567608,Nikkei225,2,2025-07-30,medium
0.2580091783662643,0.2757383959227469,0.06687620896248671,Nikkei225,3,2025-08-14,medium
0.2580393878189056,0.2981772699953392,0.04915578282825167,Nikkei225,4,2025-08-28,medium
0.258086413278096,0.3221271884553071,0.04968592339156113,Nikkei225,5,2025-09-11,medium
0.2577794922048691,0.3504154839542189,0.05534772533692861,Nikkei225,6,2025-09-29,medium
0.2596850804527506,0.3730006353718123,0.056821695015313436,Nikkei225,7,2025-10-14,unstable
0.2625005818130288,0.397398441415304,0.07262227369462274,Nikkei225,8,2025-10-28,unstable
0.26382267813978616,0.4216079787742262,0.06343482746620556,Nikkei225,9,2025-11-12,unstable
0.2659592984256951,0.4324971993572406,0.058520397873139916,Nikkei225,10,2025-11-27,unstable
0.26559555642579474,0.44310637512041734,0.07779388598665074,Nikkei225,11,2025-12-11,unstable
0.264936502895562,0.44481033456427843,0.07199625737332206,Nikkei225,12,2025-12-25,unstable
0.2672481441779323,0.4440800645027275,0.08639469683557693,Nikkei225,13,2026-01-14,unstable
0.2678257247571178,0.4429742991245452,0.08385296586015137,Nikkei225,14,2026-01-28,unstable
0.27141836237833167,0.4420322342831069,0.10583801940665215,Nikkei225,15,2026-02-12,unstable
0.2718104272520718,0.4431683514355349,0.09823474737739973,Nikkei225,16,2026-02-27,unstable
0.27767394765005043,0.4498694282505841,0.07855686289675681,Nikkei225,17,2026-03-13,unstable
0.2541994741849511,0.4671284092842124,0.11737754630914271,Nikkei225,18,2026-03-30,medium
0.24789102614243394,0.473265639835212,0.09938372369599802,Nikkei225,19,2026-04-13,medium
0.2498422486240918,0.4670317339206829,0.10785045537852574,Nikkei225,20,2026-04-27,medium
0.24949758154694793,0.4659378427253408,0.1330897326914081,Nikkei225,21,2026-05-15,medium
0.24641733271516902,0.4623802536301856,0.13184516026228157,Nikkei225,22,2026-05-29,medium
0.2503810120908403,0.4558771007396153,0.12238000971153101,Nikkei225,23,2026-06-12,medium
0.2568701648641394,0.45140200472403835,0.15813646186561203,Nikkei225,24,2026-06-26,medium
0.260315139041847,0.44166340903839807,0.13150647862573936,Nikkei225,25,2026-07-10,unstable
0.19145087850996642,0.3573173888714998,0.031669112567249635,CSI300,0,2025-07-01,medium
0.19104213658628028,0.3551047753958892,0.040612198635876694,CSI300,1,2025-07-15,medium
0.1908965078144606,0.3575830897743608,0.058919699685208424,CSI300,2,2025-07-29,medium
0.19034129555299859,0.36051450559451914,0.07061705490496875,CSI300,3,2025-08-12,medium
0.1908297055646846,0.36301397618247405,0.09258844369396034,CSI300,4,2025-08-26,medium
0.19259514868854513,0.37112918091028885,0.10324555847132989,CSI300,5,2025-09-09,medium
0.19118888841478093,0.38238511960271854,0.10659752804971065,CSI300,6,2025-09-23,medium
0.18998712600422185,0.40160305705562127,0.09791947382417227,CSI300,7,2025-10-15,medium
0.19036690946645585,0.41089472277902683,0.09673068437618379,CSI300,8,2025-10-29,medium
0.1910004871687755,0.41476107979900373,0.09107658786248353,CSI300,9,2025-11-12,medium
0.1920610928243444,0.4080385112457959,0.0760449883690354,CSI300,10,2025-11-26,medium
0.19097072513866822,0.39823161095956794,0.08614299334156002,CSI300,11,2025-12-10,medium
0.1910554348983446,0.38103717398704967,0.08001900936584021,CSI300,12,2025-12-24,medium
0.1915942909235732,0.35608153084161903,0.0874713061235485,CSI300,13,2026-01-09,medium
0.19095629924219087,0.3411051554766264,0.09186293810276974,CSI300,14,2026-01-23,medium
0.19204799316806415,0.3354675948869476,0.09306935170131574,CSI300,15,2026-02-06,medium
0.1925768448838896,0.3321307037822722,0.1006460189542209,CSI300,16,2026-03-02,medium
0.19326760547580518,0.3305083895417058,0.09280754823635567,CSI300,17,2026-03-16,medium
0.19468545570862894,0.33130712769211706,0.08296202453218376,CSI300,18,2026-03-30,medium
0.1971632330147544,0.32423851275826565,0.10199079498165114,CSI300,19,2026-04-14,medium
0.19725180343388593,0.3123867002192983,0.11249932189287987,CSI300,20,2026-04-28,medium
0.19753089824620948,0.3124727371615124,0.12917220300258822,CSI300,21,2026-05-15,medium
0.1899826136459585,0.41799131400134426,0.09177278922254406,CSI300,22,2026-05-29,medium
0.1593456708599142,0.4280416332970298,0.06450470559876546,CSI300,23,2026-06-12,stable
0.22467324677697023,0.3138191416727217,0.060610722687025095,TOPIX,0,2025-07-01,medium
0.22507822111336687,0.2969437738304784,0.044335468493261025,TOPIX,1,2025-07-15,medium
0.2257485802448681,0.2796741445717367,0.06045045023938278,TOPIX,2,2025-07-30,medium
0.2257326946369863,0.26134263097010385,0.07760577962384849,TOPIX,3,2025-08-14,medium
0.22570019469890118,0.2629968010880048,0.05951541447593537,TOPIX,4,2025-08-28,medium
0.22601030095806726,0.2736880122177613,0.06102166071737662,TOPIX,5,2025-09-11,medium
0.2254208740190766,0.2846777689553318,0.06231603121852394,TOPIX,6,2025-09-29,medium
0.2264639947176951,0.2962353510149298,0.054514892405369345,TOPIX,7,2025-10-14,medium
0.22778402043801918,0.3111595406853229,0.06718334526886763,TOPIX,8,2025-10-28,medium
0.2274005924741401,0.32591409897380247,0.05484090097777261,TOPIX,9,2025-11-12,medium
0.2285773216423815,0.3312850724542923,0.058609633164156266,TOPIX,10,2025-11-27,medium
0.2278668877908709,0.3367990833531103,0.07184019482945168,TOPIX,11,2025-12-11,medium
0.227335074276938,0.33331499553059574,0.06641072515294592,TOPIX,12,2025-12-25,medium
0.22894373495965373,0.32448327902789775,0.08243794542621982,TOPIX,13,2026-01-14,medium
0.22889907012433722,0.31535011749482267,0.07704482243434012,TOPIX,14,2026-01-28,medium
0.23078722540504798,0.3090006293199071,0.1063151522346596,TOPIX,15,2026-02-12,medium
0.2311818483154773,0.30858610273308784,0.09289566227802723,TOPIX,16,2026-02-27,medium
0.2375346411011136,0.3095187908239286,0.07668591201143984,TOPIX,17,2026-03-13,medium
0.21514197763869444,0.3334325040546787,0.12860684446512274,TOPIX,18,2026-03-30,medium
2.635033251737073,-0.01931233110249382,0.06571599094071355,TOPIX,19,2026-04-13,unstable
2.635070486069089,-0.0689813938271242,0.06028573748007253,TOPIX,20,2026-04-27,unstable
2.634951778182041,-0.0912532005351856,0.07895794224586751,TOPIX,21,2026-05-15,unstable
2.634679903276842,-0.09764575735973693,0.07247958493289049,TOPIX,22,2026-05-29,unstable
2.634774818732594,-0.09253027892347786,0.06722727750720892,TOPIX,23,2026-06-12,unstable
2.6349530547748135,-0.07733099912561106,0.07877771485292773,TOPIX,24,2026-06-26,unstable
2.6349709545230824,-0.055162315546904074,0.07179519466489086,TOPIX,25,2026-07-10,unstable
0.15257869096966856,0.5043405347936714,0.06549106628893724,KO,0,2025-07-01,stable
0.1537589786154505,0.5034566790839755,0.05541063068369578,KO,1,2025-07-16,stable
0.15408693908800639,0.5065987668215506,0.05918419453902124,KO,2,2025-07-30,stable
0.1548062768988883,0.5087577882362428,0.054549200142316984,KO,3,2025-08-13,stable
0.156269448953138,0.5106675743609059,0.044971168756211766,KO,4,2025-08-27,stable
0.15478890498115772,0.514753379020773,0.04021230403705688,KO,5,2025-09-11,stable
0.1546501361487201,0.519986920235464,0.026448025980304744,KO,6,2025-09-25,stable
0.15536882244940517,0.5271257051698163,0.032934007785395854,KO,7,2025-10-09,stable
0.15840582416238663,0.5241146065092271,0.049693736866246896,KO,8,2025-10-23,stable
0.16020547113108885,0.5202050096639604,0.04487650094642537,KO,9,2025-11-06,stable
0.16081196936068828,0.511144870362896,0.0590856317356369,KO,10,2025-11-20,stable
0.16183779450780306,0.49849831900029673,0.04056773466667377,KO,11,2025-12-05,stable
0.16321059384519537,0.4863600735201527,0.03330180403433315,KO,12,2025-12-19,stable
0.16310425600782744,0.47414314006231667,0.023691315405547794,KO,13,2026-01-06,stable
0.16530000567693534,0.4616869569580401,0.0427867240081241,KO,14,2026-01-21,stable
0.16659784874319966,0.4541731253658653,0.06225130005584465,KO,15,2026-02-04,stable
0.16817866852680033,0.45636913321249234,0.06841065279987787,KO,16,2026-02-19,stable
0.16875131436142282,0.4700061002762981,0.04636468667317309,KO,17,2026-03-05,stable
0.16772272596289184,0.4664154590517004,0.033648477057152695,KO,18,2026-03-19,stable
0.16791965871971964,0.45303052974801594,0.020422735763424908,KO,19,2026-04-02,stable
0.16896045504311175,0.42432203982357153,0.018052128340203893,KO,20,2026-04-17,stable
0.17224067201436508,0.39260371008471295,0.031591713788081704,KO,21,2026-05-01,stable
0.1722579593045596,0.37454166982870885,0.0469127232277528,KO,22,2026-05-15,stable
0.17245209706592554,0.37774368014710596,0.047016587281848016,KO,23,2026-06-01,stable
0.17584120613829182,0.37769347018215094,0.079156571664119,KO,24,2026-06-15,stable
0.17742802207418515,0.3717101570661424,0.0811927018507679,KO,25,2026-06-30,stable
0.18009407969798005,0.36870775418084145,0.08120520216159008,KO,26,2026-07-15,stable
0.40021306689176894,0.5210105952006877,0.06500397062437678,BTC,0,2025-07-01,unstable
0.4017130145328462,0.5151091232766396,0.07665905197612548,BTC,1,2025-07-11,unstable
0.40050342465251776,0.5094789554078462,0.08561499606159582,BTC,2,2025-07-21,unstable
0.39788814761382013,0.5088606916528697,0.09647578487440132,BTC,3,2025-07-31,unstable
0.3940100993105461,0.5098478963154195,0.09835211076328687,BTC,4,2025-08-10,unstable
0.3911365417718865,0.5168854160766693,0.0799054801599999,BTC,5,2025-08-20,unstable
0.39212064323238627,0.5165997783555203,0.06650317815664669,BTC,6,2025-08-30,unstable
0.38173909819270685,0.531621121282416,0.09672045285953268,BTC,7,2025-09-09,unstable
0.3670396405250631,0.5359424183097379,0.10081002558980576,BTC,8,2025-09-19,unstable
0.36448230026679923,0.5381434895962589,0.08050858301872284,BTC,9,2025-09-29,unstable
0.36147895669239216,0.5307045778219162,0.10890413286038073,BTC,10,2025-10-09,unstable
0.36424603077721174,0.5053257652103345,0.07672478875565557,BTC,11,2025-10-19,unstable
0.36366152974803645,0.48435530186545445,0.07833203329956369,BTC,12,2025-10-29,unstable
0.36513210400814045,0.462546797829783,0.06519790110603084,BTC,13,2025-11-08,unstable
0.3665456194009001,0.43387736122311554,0.04039720238778945,BTC,14,2025-11-18,unstable
0.37001178153042447,0.4164458692493653,0.03532323518169703,BTC,15,2025-11-28,unstable
0.3726199617596248,0.424063397701082,0.032793651350402124,BTC,16,2025-12-08,unstable
0.3570616144812222,0.46767914473965067,0.006850810184373255,BTC,17,2025-12-18,unstable
0.35252046932049846,0.49071845443816325,0.015693856423859398,BTC,18,2025-12-28,unstable
0.3491756448135033,0.5030155154496426,0.003612028774224087,BTC,19,2026-01-07,unstable
0.34614081334194147,0.5065545715173067,0.009580094290214867,BTC,20,2026-01-17,unstable
0.3444687825506053,0.5097174098559852,0.010427059234267592,BTC,21,2026-01-27,unstable
0.3704510324670309,0.48968520621957295,0.054353230964110766,BTC,22,2026-02-06,unstable
0.38042789651091397,0.481643696144103,0.04076821207909378,BTC,23,2026-02-16,unstable
0.37951919991799066,0.4894895134708862,0.05758166018570605,BTC,24,2026-02-26,unstable
0.38587232479898664,0.49530001487168995,0.0533658324262027,BTC,25,2026-03-08,unstable
0.3857237427885041,0.498804313619305,0.035063709878506044,BTC,26,2026-03-18,unstable
0.39001336397418646,0.5087924196843341,0.04746478394919718,BTC,27,2026-03-28,unstable
0.3723303544527338,0.5199149473406113,0.02856423361197348,BTC,28,2026-04-07,unstable
0.36726274270738335,0.5108923567323983,0.010007808725396338,BTC,29,2026-04-17,unstable
0.36458776431051093,0.49362093250226907,0.01263559126678517,BTC,30,2026-04-27,unstable
0.36268761174808706,0.482514098188411,0.0018197782067805295,BTC,31,2026-05-07,unstable
0.35031366854979057,0.4723696464834303,0.012626733500385463,BTC,32,2026-05-17,unstable
0.34638113521901664,0.46490544604905554,0.03144742871747591,BTC,33,2026-05-27,unstable
0.35398827050572895,0.43663073896318044,0.06325750576051829,BTC,34,2026-06-06,unstable
0.35280735848883427,0.4119046658307573,0.06491930180133142,BTC,35,2026-06-16,unstable
0.3530610769823465,0.39960910185702875,0.0927089364165045,BTC,36,2026-06-26,unstable
0.3531772750530238,0.39119395259461565,0.07590540819448947,BTC,37,2026-07-06,unstable
0.35270366987262586,0.3812479131973799,0.08013742162076115,BTC,38,2026-07-16,unstable
0.3526591467672909,0.3685525585709116,0.06959431756937007,BTC,39,2026-07-26,unstable
0.5453880322062998,0.47174435804644266,0.09954560531513262,NVDA,0,2025-07-01,unstable
0.5450091571231335,0.45588300617064004,0.11123120589889976,NVDA,1,2025-07-16,unstable
0.5443000968601858,0.4436688698259298,0.11222718272137477,NVDA,2,2025-07-30,unstable
0.5427363762898446,0.44009099003756785,0.1144915427727086,NVDA,3,2025-08-13,unstable
0.5421639639916843,0.43892593140331,0.10564599676036161,NVDA,4,2025-08-27,unstable
0.5408872541034953,0.43366791238837044,0.09351512156083087,NVDA,5,2025-09-11,unstable
0.5401758313757079,0.43004341322417877,0.09265592118467181,NVDA,6,2025-09-25,unstable
0.5254746874222537,0.42813741963697854,0.08527213922914285,NVDA,7,2025-10-09,unstable
0.522033444955184,0.4255694466015662,0.07575919668136685,NVDA,8,2025-10-23,unstable
0.5239175438075654,0.42378161357964156,0.0895812608257583,NVDA,9,2025-11-06,unstable
0.5256246540675773,0.418694297422682,0.08154684630102021,NVDA,10,2025-11-20,unstable
0.5137861666780773,0.41569635404530736,0.07818731462290071,NVDA,11,2025-12-05,unstable
0.5134551745670687,0.42441896865945555,0.06335540287423358,NVDA,12,2025-12-19,unstable
0.505665600353041,0.44061351890858086,0.0626057239641809,NVDA,13,2026-01-06,unstable
0.5030760841419455,0.4437907724903094,0.03694992803016257,NVDA,14,2026-01-21,unstable
0.4968089786153343,0.4469781130670416,0.04504098048980908,NVDA,15,2026-02-04,unstable
0.4974403356722935,0.45626059147949555,0.049090206138415214,NVDA,16,2026-02-19,unstable
0.4892122341770792,0.46443066668286215,0.06342515478420299,NVDA,17,2026-03-05,unstable
0.466569655860609,0.4763706383694902,0.05269890454895912,NVDA,18,2026-03-19,unstable
0.4659599716669904,0.4866147322977468,0.038733740431152484,NVDA,19,2026-04-02,unstable
0.4505510856838946,0.49368597134373726,0.06766592401633992,NVDA,20,2026-04-17,unstable
0.45201745720828446,0.48983476123846736,0.061985562173474236,NVDA,21,2026-05-01,unstable
0.4526089481417037,0.49071895634795903,0.0827600125044528,NVDA,22,2026-05-15,unstable
0.45067719874960277,0.48533546350983164,0.057213653170690014,NVDA,23,2026-06-01,unstable
0.45514428444468935,0.47725904447262363,0.04644310454300745,NVDA,24,2026-06-15,unstable
0.4554495082137908,0.4577448447331258,0.03782542376612596,NVDA,25,2026-06-30,unstable
0.4567290555999993,0.43570090954289176,0.050612754965106165,NVDA,26,2026-07-15,unstable
0.16696314622859007,0.3033005593318557,0.15085985947817598,GLD,0,2025-07-01,stable
0.16577946070186536,0.30150455009068666,0.1482806469681658,GLD,1,2025-07-16,stable
0.16509218076194238,0.302863219434468,0.1449703595228621,GLD,2,2025-07-30,stable
0.16654813658897136,0.31106298513739933,0.14662899343239486,GLD,3,2025-08-13,stable
0.16638559333673925,0.3207533335846464,0.1501493901882494,GLD,4,2025-08-27,stable
0.16737588689820607,0.3127050242101126,0.1737467427637035,GLD,5,2025-09-11,stable
0.16794373775420626,0.3036713755126759,0.18110824589116276,GLD,6,2025-09-25,stable
0.1684397934267494,0.3064673079006614,0.19728897876894327,GLD,7,2025-10-09,stable
0.18202513069649992,0.31622525448714145,0.18361612865040405,GLD,8,2025-10-23,stable
0.1841585895209823,0.3198558416688292,0.15881262409502137,GLD,9,2025-11-06,medium
0.18461327797323976,0.3208650610092694,0.1558795041748769,GLD,10,2025-11-20,medium
0.18316014656890833,0.3306090764325456,0.17486381701010317,GLD,11,2025-12-05,stable
0.18222353091719265,0.3467400085525418,0.17957073734358966,GLD,12,2025-12-19,stable
0.18592576977051534,0.36230744060170833,0.18786900884277996,GLD,13,2026-01-06,medium
0.18584912709218365,0.3734894212115626,0.2103234101178163,GLD,14,2026-01-21,medium
0.21633464439058858,0.35380844949278734,0.2001341309930657,GLD,15,2026-02-04,medium
0.22330591887967027,0.35237649586203973,0.18056984218847805,GLD,16,2026-02-19,medium
0.22721200370432554,0.35884675073816774,0.18740320368050026,GLD,17,2026-03-05,medium
0.22905894615500072,0.3532442445086458,0.15880740906950214,GLD,18,2026-03-19,medium
0.23949746326646085,0.291756429431028,0.14055486350970597,GLD,19,2026-04-02,medium
0.24063472803730637,0.27816696824334386,0.14037540004426757,GLD,20,2026-04-17,medium
0.24235104685446288,0.2767436746614984,0.11733325559965482,GLD,21,2026-05-01,medium
0.2437479697340376,0.2899402162128676,0.12085172336606953,GLD,22,2026-05-15,medium
0.24510935639186557,0.327152784968322,0.10620628554332519,GLD,23,2026-06-01,medium
0.24956757829833398,0.3845842604110397,0.08748913943943178,GLD,24,2026-06-15,medium
0.25150144827356685,0.43884228703994443,0.07557061763195401,GLD,25,2026-06-30,medium
0.25197083255180136,0.4822625744580283,0.07784474521241874,GLD,26,2026-07-15,medium
